"Input1" "Input2" "Input3" "Input4" "Input5" "Input6"
"Zap70" 0.407355801896802 0.305296323840121 -0.653518405047133 -2.82866395106727 -2.89869078156149 -1.08149150978256
"Tmem131" 8.40033704030159 8.46433923967075 8.72062609381629 8.4023571748643 8.23344168655142 8.19823913410542
"Cnga3" 3.43442404509497 3.09407551664258 2.8212611779236 1.84564603524917 1.51312281684307 1.83531455469104
"Inpp4a" 3.82648605580953 3.47522132528243 3.66416021683887 2.92087031660199 2.77373456041001 2.57228014885725
"Coa5" 5.45703936821025 4.87854784203458 5.17937160911761 3.93066945612739 3.73066583851812 3.55438294433069
"Unc50" 2.86280756962155 2.64434859651869 2.37795982642603 2.2040246676389 1.67765858885496 1.39144437320449
"Mgat4a" 3.8508017163614 3.59455822980716 3.99711101332302 2.81711455083848 2.64710112187899 2.69352269223283
"4930594C11Rik" 2.3741889379616 2.00075836582683 1.91723023645432 1.03923251292538 1.1141332587961 1.11580993059106
"2010300C02Rik" -0.113476361404639 -0.268939770287977 -0.834090650688954 -1.87757355154822 -2.53612070217678 -2.03258190930161
"Tsga10" 0.492244699483315 0.747001773581045 0.931444095674023 0.362477536284735 0.316322109409363 0.210274614594553
"Lipt1" 1.9328172908693 0.980674119783495 0.986939208265727 0.159263216632151 -0.0336203616475957 0.126616685547644
"Mitd1" 3.48708299436754 2.53841515176963 2.51640659639518 1.3781876193734 1.23646880172015 1.31791533778252
"Mrpl30" 4.23024042224801 2.9637209865023 2.72662430378553 1.76030048021138 1.30518155180416 1.1585595780504
"Txndc9" 5.09597700422431 4.41288426968577 4.1324628662179 3.48482378101944 2.91966313944537 2.92161440108526
"Eif5b" 8.65110680569177 7.90665136196661 7.68344751774029 7.43960511799178 7.1238751902532 7.08998728291484
"Rev1" 6.18871551542146 5.92526988327776 5.90557746385708 4.88420691662263 4.69590042035745 4.4125709208853
"Aff3" 3.93660887003167 3.61207219349494 3.27582704138908 2.6801872216143 1.94500598755984 1.87430868630691
"Lonrf2" 0.572415048167298 -0.551339500988702 -0.834090650688954 -0.106197926596182 -1.18248374756208 -0.810189487965162
"Chst10" 3.11115453212781 3.21934671102151 2.91007044488146 2.73408727056372 2.25395622844899 2.22543442176556
"Pdcl3" 4.0318466668046 3.11265124589772 2.75886464078573 1.69489800498974 0.597735044558012 0.536260926056269
"Rpl31" 7.0009449863162 5.93051446357346 5.41257078541064 5.13750500098568 4.35059201149411 4.32144702875278
"Tbc1d8" 3.8508017163614 3.40159846213925 3.39344507392345 2.7662826382265 2.4588612230566 2.58016374793308
"Cnot11" 5.33306757315053 4.49541582190973 4.61876831402486 3.66852258956544 3.1796506697203 3.1975186071701
"Rnf149" 5.57363302632397 5.36009297617014 5.50575935219567 4.69123434791977 4.22616904834929 4.2291996132221
"Creg2" 3.57728080333911 3.62506953402381 3.64703603904766 3.01431488072105 3.07858914193843 2.90915043551921
"Map4k4" 8.32639968088463 7.59964274395342 7.5107970107384 6.36527202421995 6.04340476195082 6.15097077017148
"Il1rl2" -0.549575476211312 -1.23723091056064 -2.41905315141011 -0.852911497313951 -0.951158201455623 -0.730019139281179
"Il1rl1" 0.648363901400597 0.579057136266973 0.750871850032202 -0.804817209112906 -0.420643484756843 -0.810189487965162
"Il18r1" 2.63908608781259 2.58350304129817 2.85147579097061 1.9262235510962 1.80965413466495 2.16381530350189
"Mfsd9" 0.117849184701817 0.305296323840121 0.685283508404626 -0.758274623175875 -0.951158201455623 -0.211552050346929
"2900092D14Rik" 1.66674243071545 1.60552934762816 1.18975609126541 0.943925552829654 1.55134213907356 1.1373430921407
"Mrps9" 5.34738014133949 4.57794351595626 4.25619823464015 3.74321507279997 2.8975806413671 3.22291882384678
"Tgfbrap1" 2.89434314305466 2.39402524243445 2.31430118920372 2.02266866805093 1.64268245061199 1.97341683131983
"AI597479" 4.0318466668046 3.31334859613485 2.85147579097061 2.86621624173192 2.20684363261087 2.40482340300569
"Nck2" 3.49738800275927 2.97052616440741 2.8212611779236 2.04252258285957 1.4538256331593 1.7115791862688
"Uxs1" 4.24254493215113 3.86308862339581 3.78649575976292 2.97352926587455 2.72440684804644 2.41367432058795
"Tpp2" 6.85230792325745 6.21398020127169 6.29862327165629 5.64246930424969 5.31284991750256 5.30667426972574
"Mettl21c" 0.117849184701817 0.261574946410803 -0.348663823518712 -0.165698938344844 -0.151456851941454 -0.65407028604788
"Tex30" 3.59658135929805 2.45352625418311 2.12938347328593 1.60874136124002 0.923310916460518 1.07175475051313
"Kdelc1" 4.38255241089623 4.09251668878602 4.40622367864476 3.62089742354596 3.50096861655844 3.37567705734617
"Bivm" 3.02829759972352 2.24483168257623 2.07919771611772 1.32514138501176 0.863809904711857 0.828711819866798
"Ercc5" 5.17192585745761 4.46922756908798 4.51876201739331 3.61869483526945 3.1796506697203 3.09670110764336
"Mettl21e" 2.65758243142998 2.42408247629063 2.9243546708877 1.96834902676887 1.85619672060198 2.12122342677743
"Gulp1" -0.113476361404639 0.542987881559451 0.873728597817736 -0.0213090290096692 -0.661651584260638 -0.51320775020803
"Col5a2" 0.317157992925224 -0.334528111915554 0.616570758320611 -0.627030089897623 -1.18248374756208 -0.65407028604788
"Wdr75" 6.49417558762462 5.67227089850442 5.51050116432274 4.79728836428549 4.39066945086944 4.13867830282452
"Slc40a1" 2.23332640212175 2.19920906545043 2.39857010610132 -0.165698938344844 0.0753140099055683 -0.106582490745387
"Stk-ps2" -0.93659859932056 -2.06035314847656 0.1169997488301 -2.82866395106727 -4.12108320289794 -4.35451000418897
"Dnah7b" -0.113476361404639 0.0205668469070078 -0.348663823518712 0.206959958663448 0.360043486838681 -0.0087351673472422
"Slc39a10" 6.63617449239268 6.70910328205327 7.02181601620076 5.52683397707523 5.19104342469366 5.26448719832933
"Tmeff2" -0.93659859932056 -0.0883675246461562 -0.653518405047133 -1.98066704451232 -1.79915510801057 -2.03258190930161
"Nabp1" 5.04068132417936 4.42532137292399 4.40112581100508 3.71668669375503 3.29113377731853 3.07454796540481
"Myo1b" 5.54162653354482 4.6707047376404 4.46603307388006 4.84611681190235 4.41936776686422 4.3096409478036
"Stat4" 3.08406087124553 2.06575562067326 1.85893159588966 1.85316008890647 1.18877205968885 1.31791533778252
"Stat1" 4.13445115203895 3.48475983963803 3.58544824082483 2.60206735531672 2.61136691014578 2.20518573792175
"Gls" 5.42230614336277 5.2129044996877 5.39216096610313 4.7875172802646 4.71496715216013 4.67062955808954
"Nab1" 4.24865805587774 3.66756730608664 3.55822677208981 3.16682056781023 2.42838061660183 2.54030775911897
"Tmem194b" 2.92520410675942 2.59235395888043 2.93849885320797 2.72182633239674 2.46887997888159 2.62658153326096
"Mfsd6" 1.51270880204303 1.39907847016074 1.94551928088575 1.77619810709159 1.79380018346411 1.09395049662732
"Inpp1" 0.117849184701817 -0.0883675246461562 0.1169997488301 -1.69116042731734 -2.24661408498179 -1.85200966365979
"Hibch" 3.23947862910335 2.23356057024121 2.51640659639518 2.34925384112857 1.2128175336555 1.86142739501018
"1700019D03Rik" 4.75742437714867 4.317357941117 4.22191475903979 3.98468971161177 3.59545049136346 3.59385722739571
"1700019A02Rik" 0.220942677665921 -0.551339500988702 -0.493053732853887 -2.09169835690107 -2.24661408498179 -1.85200966365979
"Pms1" 4.24254493215113 3.53152876618439 3.47333787450329 2.891979337797 2.62934465107483 2.22543442176556
"Ormdl1" 2.98501350199472 2.62722441872748 2.69364698133925 2.11931383658444 1.94500598755984 1.4951557227266
"Osgepl1" 2.50251303493714 2.23356057024121 2.15383651701047 1.3885667651534 1.03542128278206 0.854943361439977
"Asnsd1" 5.70392444679005 4.82134911504113 4.1748981325383 3.84092980012106 3.13000465143898 3.34823987463932
"Dnah7a" -0.244720894682891 0.261574946410803 0.388301770647494 1.03923251292538 1.41289536910442 1.37341045037423
"Stk17b" 3.36858623173223 2.26711312995223 2.24770344047469 1.80747727357945 1.18877205968885 1.60742195497751
"Hecw2" 2.999586303082 2.75884338622556 2.96637788578341 1.49806513008391 1.30518155180416 0.774773012755994
"Ccdc150" 1.51270880204303 1.15807037065694 1.3251079441603 1.90469038954655 1.13944434732528 1.31791533778252
"Gtf3c3" 5.31861159006672 4.65177698018756 4.52346135392913 4.0564222742229 3.67981669702237 3.33897695331035
"Pgap1" 5.92424962770318 5.9340002883823 6.18901681631155 6.27129745507298 6.13039920772228 5.96629054469267
"Ankrd44" 2.07720720020447 1.37875848578114 1.44884331258255 2.44186499131344 2.4588612230566 2.09944648438217
"Sf3b1" 8.43894214495463 7.69491963744962 7.54413194220402 7.33347557647756 6.96748422078205 6.8757106250979
"Coq10b" 2.41824411803954 1.00739145815927 1.18975609126541 0.748261230588464 -0.0913358595038831 0.210274614594553
"Hspd1" 9.52291183573026 8.90081824289778 8.79708640501502 7.42013334648365 6.90751357416917 6.75248905930666
"Hspe1" 7.7614381839876 6.7192399479663 6.23987236008226 5.74144473945727 4.91509040965555 4.66322636010784
"Mob4" 4.65528331534039 4.02547676103081 3.98353260682248 3.73306949624223 3.33012790893439 3.20263455239242
"Rftn2" -0.730147721853133 0.305296323840121 -0.217419290240459 -1.37800254205771 -0.661651584260638 -1.54715508213137
"Mars2" 3.07032081461923 2.75884338622556 2.53514315897677 2.22734145866147 1.71180681126681 1.92471363974415
"Boll" 0.977671526653557 -0.334528111915554 0.616570758320611 0.444354543339143 0.316322109409363 0.400377497974496
"Plcl1" 3.49738800275927 3.28086628501956 3.77865500654574 2.98383427426629 3.05217751110763 2.93397160760525
"Satb2" 3.53788736503903 3.35555109461982 3.43394443620321 2.55215783287366 2.4180756082101 2.35054634202249
"9130024F11Rik" 0.854814778868023 0.809062741713296 1.23629867720244 0.559066202215835 -0.951158201455623 0.037807418589788
"4930558J18Rik" 2.13114600731527 1.31602273043318 1.48783744419841 0.682297968210106 0.483778855260926 -0.158112791385469
"1700066M21Rik" 2.13114600731527 1.03362299973245 1.23629867720244 1.12863159797849 0.360043486838681 0.400377497974496
"Tyw5" 2.620349525231 2.21075068733312 2.02720307847945 1.15318870222247 0.271234219880825 0.689884115169481
"9430016H08Rik" 3.34595525723266 2.80526117155344 2.71022986553486 2.24458503096337 1.69483373266309 1.76788662717075
"Spats2l" 1.70281168542297 1.15807037065694 1.28138656673098 0.595362331438825 0.271234219880825 -0.730019139281179
"Kctd18" 2.7466659750124 1.94656626546323 1.85893159588966 1.86063520946862 1.30518155180416 1.63795632312562
"Sgol2a" 6.55093227452255 5.98277932231798 5.96724048374088 5.43843482749074 5.19858891804906 4.97565994404052
"Aox1" 0.648363901400597 -0.268939770287977 -0.217419290240459 -0.66946535621802 -1.79915510801057 -0.895078385551675
"Bzw1" 7.72736996391818 6.79355615544579 6.53572477359496 5.87938530063494 5.21653869909457 5.10560454702481
"Clk1" 6.72435721570424 6.45382981968468 6.57019941375588 6.34642812264989 6.06255217857528 6.06509911025753
"Ppil3" 3.39086767910823 2.79762784665101 2.47818727416469 1.63513286013143 1.23646880172015 1.11580993059106
"Nif3l1" 4.70947541570398 4.00904497701179 3.84773338928479 2.89925650349593 2.17047124294591 2.12122342677743
"Orc2" 6.79915267801977 5.83772494399497 5.75786796023425 5.16115626905032 4.52397473208654 4.39256404345152
"Fam126b" 4.61326010044468 4.44744149172214 4.51876201739331 4.01849782085313 4.05384247960274 3.96892011586362
"Ndufb3" 2.56263402737471 1.58793528761343 1.3251079441603 1.22444738539229 0.443701415885591 0.801994481491018
"Gm20257" -1.17760669882435 -0.334528111915554 -1.57105624485516 -1.87757355154822 -1.31372828084033 -2.03258190930161
"Cflar" 4.6916366098663 4.65600466098841 4.84960580361756 4.16757413013653 4.11572827835148 3.96892011586362
"Trak2" 5.47017875812973 5.14082829172846 5.28554219622229 4.427466092905 4.00991628663605 3.92626076594163
"Stradb" 0.789226437240446 0.64859806952005 0.0139062558659961 -0.19639573556776 -0.496592337990142 -0.447619408580454
"Als2cr11" -1.46711331601934 -5.76079286661765 -4.74098124629747 -1.37800254205771 -0.951158201455623 -1.69154499146654
"Tmem237" 3.68037429630322 3.31334859613485 3.40367699653441 2.95967374481996 2.61136691014578 2.38695698221217
"Als2" 6.55833388994109 6.22326950306879 6.31903910821038 5.73992557991968 5.52577547503831 5.51122326666279
"Cdk15" -0.730147721853133 -2.59086786517534 -1.93362632423987 -1.24370145034612 -0.951158201455623 -1.41591054885312
"Fzd7" 6.58636009724998 6.38800145480668 6.4787923045954 6.45658412547516 6.29641773527344 6.433664530892
"Gm973" 2.6758446378227 1.89025882456128 1.79817756481056 -0.259821115709394 -0.661651584260638 -0.65407028604788
"Sumo1" 6.28405877064514 5.23143739834824 4.55134038650457 4.48905013486271 3.70546528439298 3.6246769850756
"Nop58" 8.96925121588388 8.12690374444741 7.83621151938957 7.69339441439935 7.13924831565967 6.96647853023478
"Snord70" 1.90212049364638 1.98739998297181 2.45869109853889 1.3781876193734 0.923310916460518 1.52813304517287
"Snord11" 1.80590517838708 2.07841092147929 2.60774690793361 1.4293523799999 0.980454823564127 1.62276991931094
"Bmpr2" 5.81931609764664 5.85437694722595 6.0379172297109 4.88420691662263 4.74619553681173 4.78589375298551
"Fam117b" 5.43844083202637 4.53037783270421 4.33850353752934 3.97954946256038 3.6668193564935 3.7276390371649
"Ica1l" 0.648363901400597 0.980674119783495 1.14166180306437 0.109935504268583 0.56074083707581 0.364308243266974
"Wdr12" 6.29591457473306 5.54127480590887 5.25478590458033 4.68808664840006 4.04717104555986 3.88866397928398
"Carf" 2.79758991017507 2.99075119247145 3.0338058133037 2.61095918648984 2.60229332652032 2.27484661589064
"Nbeal1" 5.58334001023358 5.4234626287877 5.63079539804045 5.54898040733263 5.56249629668103 5.39982079526997
"Cyp20a1" 3.98867052560281 3.93095065255362 4.25619823464015 2.89562250902819 2.70758222540508 2.75052546650932
"Abi2" 6.25853696491903 5.72955663912164 5.82792490820461 4.88053476690632 4.6679069517511 4.47732502269593
"Raph1" 6.86827703867459 6.61506110980082 6.82839971322482 5.95597089449025 5.71654473027347 5.64502029206575
"9530026F06Rik" -0.93659859932056 0.0205668469070078 -0.217419290240459 -0.852911497313951 -0.951158201455623 -0.895078385551675
"Pard3b" 1.99231830261796 1.65705964826825 1.70196224955126 1.64382382039547 1.28263898315307 1.33665190036411
"Nrp2" 5.52912476518446 5.26503880171437 5.57530028544875 4.42368610373588 4.0670935031006 4.13333002963408
"4930487H11Rik" 0.720513687156432 0.347731590160517 0.813607605380165 -0.227759906477096 -0.348493699001007 -0.65407028604788
"Ino80d" 7.42669380273527 7.20083769596117 7.35144556948278 7.33666181580322 7.15329495034843 7.11190639477739
"Ino80dos" 1.80590517838708 1.6229114258564 1.88837537378214 1.71977267362877 1.1141332587961 1.24043658510481
"Ndufs1" 6.32946713444409 5.66704373684087 5.50338258882304 4.91235352760602 4.58972323080142 4.47732502269593
"Eef1b2" 9.24225774293133 8.34862972796647 8.01494949478693 7.94924885304609 7.35177683766339 7.29189869868279
"Snora41" 0.977671526653557 0.868563753461958 0.388301770647494 -0.758274623175875 -0.661651584260638 -0.581920500292045
"Gpr1" 1.29369902010123 1.80144955760342 1.76681339390122 1.66105023450607 1.94500598755984 1.27969601555203
"Zdbf2" 7.7662400580094 7.66350466577942 7.8253106837104 7.7090074454284 7.57138700497096 7.40246322197648
"Adam23" 7.63004094820958 7.3891129914074 7.50842853897166 7.51792365092103 7.35515670342592 7.25697593905195
"Fastkd2" 4.68714222915709 4.50716421778519 4.68737892640682 3.89471257835098 3.40508996661562 3.46353951866487
"Klf7" 3.09767130276419 3.04977876812349 3.08556724099344 1.73612066771625 0.893867138568036 1.3551482439815
"Creb1" 5.77764691834556 5.27331827947894 5.44513299324417 5.00127015242307 4.72336103789489 4.58506921012572
"Mettl21a" 2.95541871980643 2.62722441872748 2.69364698133925 2.16229090932972 1.88641133364899 1.91227653650593
"2810408I11Rik" 0.789226437240446 0.169944470945234 0.1169997488301 -0.58580742717111 -1.18248374756208 -2.03258190930161
"Ccnyl1" 4.6506740620878 4.0799850569774 4.06959038844367 3.3924397743006 2.75747866965209 2.99421815004211
"Fzd5" 6.36928776106328 6.08430509435532 6.20079999598106 6.67555916884557 6.44338388643765 6.28060346607418
"Plekhm3" 4.24254493215113 4.05459042919589 3.73069396809457 3.98639906612559 3.54425271428724 3.6170335497618
"D630023F18Rik" 3.64373245266895 2.85759263564095 2.27024600912578 0.780145291608251 0.0753140099055683 0.037807418589788
"Idh1" 5.15249532750871 4.10184449094114 3.72254312697371 2.35984247611676 1.84084875626855 1.93704444165487
"Pikfyve" 6.06426814449697 5.68577354244842 5.84679627003074 5.37721073520952 5.15426535130039 4.99200372897666
"Map2" 3.56753282678755 3.16698509546469 3.25337219056139 1.43937113582489 0.83311310748894 0.930892214673276
