WT_0.1	KO_0.1	KO_0.2	WT_1.1	WT_1.2	KO_1.1	KO_1.2	WT_3.1	KO_3.1	KO_3.2	WT_8.1	WT_8.2	KO_8.1	KO_8.2
B430203G13Rik	1.661253947	2.662373134	-2.280013332	-1.057482045	6.066353699	1.142344164	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm6682	-2.426208894	-2.234867292	-0.514478585	0.527480456	6.066353699	0.042808491	-2.484440288	-1.653060943	-2.843572219	6.133564046	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Rsph4a	2.783244472	2.101416096	2.218237536	2.112442957	6.066353699	2.593005573	3.537927525	-0.068098443	1.548745204	3.326209124	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Eif4b	9.95938392	9.436939115	9.103798943	9.513322393	8.388281794	8.933724146	9.51591189	9.090931918	7.967802475	8.998634466	7.0051093	6.575827795	6.618158005	5.424054615
Ccnt1	9.362917152	8.701328938	8.832295844	9.261060765	6.066353699	7.79100134	8.497840317	7.952418575	6.780309271	6.133564046	4.068229386	5.342768449	5.467875586	4.219165942
Mtfr2	5.882130136	6.298851779	6.042816166	5.246298703	7.6513162	5.440024713	5.690485395	4.229582106	4.505155936	3.326209124	1.578844545	1.397910003	1.186991677	-1.047620599
Plce1	5.728609215	4.595489456	3.592815428	4.919797879	6.066353699	3.464272259	4.054718523	5.061184574	2.200821901	3.326209124	1.337836445	-0.924018092	1.186991677	-0.240265677
Gm10376	-2.426208894	-0.469332545	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	6.133564046	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ankrd10	9.150747771	9.209837041	8.519106362	9.067931426	7.6513162	8.264050346	8.802694898	7.648435252	7.526025128	7.026648842	4.867089514	4.361384127	5.098566351	5.242398248
Tns1	5.361693665	3.448829163	5.014607417	5.418251386	6.066353699	3.711187	3.924950648	1.806370675	3.842928309	3.326209124	1.337836445	3.933962903	1.186991677	0.274307496
Rimbp3	2.703074123	0.301185609	2.363842858	2.112442957	6.066353699	2.093434564	-0.162512193	-1.653060943	0.326352783	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Pcgf2	8.974136903	7.572809625	8.756847115	8.379229497	6.066353699	7.673205641	8.262913542	7.852750611	7.079755267	5.648137218	3.85568475	4.567835004	5.257799845	3.596235591
Clnk	0.743716108	3.637961468	0.256039569	2.401949574	6.066353699	1.990341071	-0.162512193	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Taf4b	6.911413008	7.807612895	6.990982729	6.794266996	9.525785318	6.906109818	7.175555605	5.566107577	5.104795013	4.911171624	3.007687844	1.397910003	3.360821133	3.018468591
Fam169a	7.941205857	7.726582403	7.204205377	7.213980983	6.066353699	6.837224357	6.65766677	6.541695911	6.054273237	3.326209124	4.21825483	-0.924018092	4.966430784	3.018468591
Gcnt1	4.112949917	6.280043973	5.432857536	3.190445469	6.066353699	5.770728945	6.518374728	4.613725597	5.966999416	3.326209124	1.048329828	1.88333683	6.96835139	6.415903774
9130221H12Rik	4.629073542	2.774121492	4.129377604	-1.057482045	6.066353699	3.864810189	4.734728233	-0.068098443	3.264952238	4.911171624	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Papola	9.791445939	9.479807536	9.149707232	9.25426627	8.388281794	8.624009073	8.408102529	9.225756341	8.60196	7.413671965	5.653191886	4.803902363	6.933383102	6.605224374
Ccdc82	3.948830537	3.577630934	-0.514478585	4.614943297	6.066353699	3.257821382	0.685484714	3.301135367	0.8568675	3.326209124	-0.536632673	2.982872504	-1.848632233	-3.047620599
Gm17136	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	7.026648842	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Zfp839	6.235569204	6.3266116	6.679409088	6.519946783	6.066353699	6.407881077	5.768225145	5.115123382	5.644267815	4.911171624	3.493114671	1.397910003	2.399295281	2.733739114
Gm17251	4.173703948	3.954957267	1.125979028	4.071800972	6.066353699	3.425278127	-0.162512193	2.73925648	0.8568675	3.326209124	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Kcnb2	-2.426208894	-2.234867292	-2.280013332	2.112442957	6.066353699	-2.764546431	-2.484440288	-1.653060943	-0.521644124	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Slc3a2	9.41967314	8.291240655	9.374712191	9.782509026	6.066353699	8.411003119	7.953311785	8.021131325	7.381635218	6.785640742	4.478317669	4.502246663	6.573432533	6.708935723
Wdr4	6.906946456	6.362812852	6.658390092	6.426333732	6.066353699	5.723293602	6.364182653	4.68678906	5.321334708	4.911171624	0.200332922	1.88333683	3.360821133	3.309931405
Guk1	7.657270433	7.856039054	8.4817041	7.286813863	6.066353699	7.691807984	8.165713926	7.771105346	8.314406231	4.911171624	4.354138258	4.567835004	7.931743489	7.620377936
Lgals1-ps2	-2.426208894	1.171125068	-2.280013332	-1.057482045	6.066353699	0.935893287	0.974991331	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm4181	-2.426208894	0.800756618	-2.280013332	-1.057482045	6.066353699	1.627770991	-2.484440288	-1.653060943	0.8568675	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Rcbtb2	5.462534355	6.021577305	6.344233814	5.132342514	6.066353699	6.180897405	5.487103266	4.019364399	5.825312766	4.911171624	0.685759749	-0.924018092	3.835064221	2.039842242
Rpl26-ps4	2.217647296	2.263383576	2.832686801	1.26444605	6.066353699	2.79004242	3.243480167	2.253829652	2.771137626	3.326209124	1.965867668	0.660944409	3.360821133	2.475941357
Fam178b	7.018805952	3.448829163	4.488170993	7.834301658	6.066353699	4.029869435	4.385924432	7.131573902	2.771137626	3.326209124	3.007687844	-0.924018092	2.096226213	-1.047620599
Gm20390	9.774383244	10.17245359	10.05877875	8.808251226	7.6513162	9.683311674	10.92879095	8.751016193	10.0246716	7.413671965	8.118003356	7.687006705	11.00096834	10.52045427
Vmn2r113	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	6.496134125	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Septin12	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Atl3	6.756185459	6.491010167	6.031961983	5.171336646	6.066353699	5.525472416	6.119186057	4.916794665	4.48734466	9.159099138	3.007687844	2.535413527	-1.848632233	2.378644156
Cox7c-ps1	-0.104280799	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-1.258609718	3.326209124	-2.121595173	-0.924018092	-1.848632233	-0.240265677
Lsm5	3.639880297	4.09066304	3.105417705	-1.057482045	6.066353699	2.907878911	1.763487226	2.047378775	2.648280878	3.326209124	1.785295422	-0.924018092	3.048608193	3.200306914
Ascl4	0.381146028	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	0.974991331	-1.653060943	-0.521644124	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Dusp12	9.027576162	8.395399833	7.836070661	8.08972288	7.6513162	8.134054956	8.484946234	7.558827351	7.354872823	6.785640742	5.058313917	4.433533913	4.715136046	4.589004021
Pik3c2a	6.228427135	6.758920271	5.846174879	5.90830224	6.066353699	5.92545154	5.608316853	5.402221492	4.469310737	3.326209124	3.163807046	1.397910003	4.715136046	2.475941357
Ddx6	9.799299826	9.618208294	9.160959623	8.898167863	7.6513162	8.702549603	9.446666545	8.414373418	7.545521303	6.785640742	4.77322259	3.468299331	5.140052454	5.228503806
BC035947	-2.426208894	-2.234867292	1.420426386	-1.057482045	6.066353699	-1.179583931	-2.484440288	0.668867152	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ints14	6.604458242	5.975560539	5.74346382	5.246298703	7.6513162	5.831643325	5.660217955	4.946851899	5.195346771	3.326209124	1.337836445	0.660944409	-1.848632233	2.733739114
Tarbp1	6.077616844	4.468344176	4.969811217	5.683984941	6.066353699	3.502240109	3.130269556	4.413028247	2.285710798	3.326209124	1.048329828	1.88333683	-1.848632233	1.596235591
Rad1	8.386770577	8.593110471	8.113377126	7.784868298	7.6513162	8.149090997	8.317268071	6.054298189	6.444140161	6.785640742	3.432993678	3.163444749	5.43491919	3.941064088
Chtf18	7.894591655	6.066171558	6.693253529	7.223288725	6.066353699	5.875698505	5.554478702	6.734956342	5.853395308	5.648137218	5.017956179	-0.924018092	3.360821133	3.797869452
Rgmb	5.93573488	5.339537017	4.969811217	4.825161004	6.066353699	5.148342905	3.665306832	1.154293979	3.599371277	3.326209124	0.685759749	0.660944409	0.353001628	1.596235591
Kcnf1	2.783244472	1.171125068	-0.514478585	0.527480456	6.066353699	2.79004242	0.974991331	1.806370675	0.6158594	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Sox21	6.101268112	7.074836419	6.404384652	6.377146183	6.066353699	6.367310529	6.727448007	4.536763616	3.72628339	3.326209124	1.785295422	3.599543864	-1.848632233	2.810360396
Teddm3	-2.426208894	-2.234867292	1.664845114	-1.057482045	6.066353699	-2.764546431	0.322914634	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	0.353001628	-3.047620599
Gm4540	7.667868792	7.215106694	7.056716366	6.607853872	6.066353699	7.101186839	6.968830346	7.366529785	6.837666193	3.326209124	3.65976454	4.205264925	6.214223422	5.880157363
Gm3453	1.480681702	3.577630934	1.664845114	1.749872877	6.066353699	1.142344164	0.322914634	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ube2d2a	8.577309018	8.223949411	8.365464978	8.016659418	6.066353699	7.941949587	8.494984908	8.1167769	7.560504918	5.648137218	4.354138258	4.502246663	5.180378854	4.452225288
Gm2237	1.966108529	4.365045551	3.706397604	3.80049895	6.066353699	1.627770991	3.130269556	-0.068098443	0.8568675	4.911171624	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm3571	3.000055861	1.709991154	1.420426386	1.749872877	6.066353699	2.279847688	-0.899477787	2.434401898	1.243890623	5.648137218	-2.121595173	-0.924018092	3.617342232	0.952379401
C2cd2	4.173703948	4.214694083	4.801070597	4.614943297	6.066353699	4.246680824	4.772947555	3.901527908	2.828853123	3.326209124	1.578844545	-0.924018092	1.186991677	-1.047620599
Gpatch11	5.348578166	5.461404792	6.136995255	4.30006996	6.066353699	4.68666468	5.554478702	3.773203811	4.316299118	3.326209124	0.200332922	-0.924018092	2.096226213	2.161832766
Gm6612	3.504528444	-2.234867292	2.832686801	0.527480456	6.066353699	-2.764546431	-2.484440288	3.773203811	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Pkdcc	3.128379958	0.800756618	1.873792004	1.749872877	6.066353699	2.364736586	1.422450308	-1.653060943	2.365881147	3.326209124	-2.121595173	-0.924018092	-1.848632233	1.411811019
Mcm3ap	7.813389635	7.948271807	8.044842265	7.784868298	6.066353699	7.489301054	8.237513325	7.036937028	6.955709403	6.133564046	3.163807046	2.982872504	4.024196527	4.475941357
Rpl36a	4.260291633	3.065256433	4.423198136	4.151971321	6.066353699	2.963374023	4.283744037	3.556392422	3.72628339	3.326209124	2.401966783	0.660944409	4.476898099	3.974747214
Psma2	10.08628468	9.96363914	9.563672222	9.285703671	7.6513162	9.136697601	9.553449797	8.97902547	9.434586813	6.496134125	6.496790329	6.194922981	8.71799268	8.179995344
Gm9844	3.877571854	3.448829163	2.496090656	2.642957673	6.066353699	2.279847688	2.373540707	4.413028247	2.884348236	4.911171624	2.522261017	0.660944409	2.399295281	2.475941357
Fam214a	4.315258092	4.820415144	3.262244718	3.80049895	6.066353699	3.257821382	3.398202762	2.870501013	3.46020853	3.326209124	0.685759749	2.982872504	-1.848632233	1.411811019
Banp	7.506005858	8.006639249	7.315803587	6.690710805	7.6513162	6.895449461	7.488539498	6.450226865	5.660253519	7.026648842	3.944494017	3.719838098	5.140052454	3.974747214
Thbs2	0.743716108	3.150563746	-2.280013332	-1.057482045	6.066353699	1.483381082	-2.484440288	-1.653060943	-0.521644124	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Hdlbp	9.055086011	8.140389397	8.191052164	8.416223705	7.6513162	7.794830659	7.863181081	8.123372089	7.223862142	6.785640742	6.421436647	5.053261831	6.823085732	6.267528963
Gm17102	0.743716108	-2.234867292	1.873792004	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm8775	0.381146028	2.408988898	1.873792004	2.642957673	6.066353699	-2.764546431	1.603022554	1.516864058	0.8568675	3.326209124	-0.536632673	2.245906909	1.186991677	0.652819119
Hoatz	-2.426208894	-2.234867292	1.420426386	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Ggps1	8.00110395	8.070966466	7.297793116	7.49326474	6.066353699	6.866630624	7.224643525	6.501757166	6.43487724	6.133564046	3.235956831	2.245906909	3.360821133	4.19078414
Gm5778	5.335342339	5.427623072	5.238836497	4.919797879	6.066353699	5.074657357	4.592375309	5.335623744	4.821763699	6.133564046	4.068229386	0.660944409	3.048608193	3.680299855
Krit1	6.553930684	6.799106252	6.615410479	6.061459028	6.066353699	6.452199427	5.814767731	5.44497114	5.341303124	4.911171624	2.401966783	-0.924018092	2.649618635	2.039842242
Zfp236	6.338662697	6.344825772	5.769835218	5.931202642	6.066353699	5.918448152	5.868706538	4.976295677	2.582692536	6.133564046	2.832601137	1.88333683	0.353001628	0.952379401
Cables1	5.224842797	4.655092908	4.69497478	3.190445469	6.066353699	3.743248209	5.152184333	4.229582106	3.039070831	3.326209124	-2.121595173	-0.924018092	-1.848632233	-1.047620599
Rpl6l	1.480681702	1.465572426	0.755610578	3.334835378	6.066353699	0.935893287	-0.162512193	2.434401898	-1.258609718	3.326209124	-2.121595173	1.397910003	0.353001628	-1.047620599
H2ac6	1.274230824	-0.469332545	2.929440034	-1.057482045	6.066353699	2.279847688	0.974991331	-1.653060943	0.326352783	3.326209124	-2.121595173	-0.924018092	-1.848632233	-0.240265677
Ube2f	7.473148029	7.013534714	6.962684436	7.137274809	10.31428121	6.826040619	7.146736768	6.363747344	6.241236169	8.940918968	2.832601137	3.83086941	4.341192326	3.596235591
Mad2l1bp	6.08554376	6.838203128	7.169960654	6.161686476	6.066353699	6.58639275	7.052778113	5.423754654	6.17601851	6.496134125	1.965867668	1.88333683	3.617342232	4.007661836
Znrf1	7.3665814	7.591998935	6.786614077	6.914061509	6.066353699	7.155806424	6.784686391	5.764791572	6.136567359	5.648137218	1.337836445	3.933962903	4.024196527	3.871242638
2900005J15Rik	0.381146028	1.171125068	1.420426386	-1.057482045	6.066353699	-2.764546431	-0.162512193	-1.653060943	-1.258609718	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm17230	-2.426208894	-0.469332545	1.664845114	2.401949574	6.066353699	3.016813282	1.21599943	-1.653060943	-0.521644124	3.326209124	-0.536632673	-0.924018092	1.186991677	-3.047620599
Rad51b	4.203147726	4.468344176	4.389580419	3.466079911	6.066353699	3.610493	3.398202762	2.253829652	3.178795594	3.326209124	2.522261017	-0.924018092	-1.848632233	-3.047620599
Nudt17	1.033222725	2.101416096	3.706397604	-1.057482045	6.066353699	2.907878911	3.44629705	2.434401898	3.222516972	3.326209124	-2.121595173	-0.924018092	2.096226213	0.652819119
Arid3c	-0.104280799	0.800756618	-2.280013332	-1.057482045	6.066353699	2.093434564	-0.899477787	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Sumf2	5.758666449	4.945041798	5.330273325	3.190445469	7.6513162	4.914933668	5.015405599	4.36930687	4.87752697	3.326209124	2.736385822	1.397910003	3.73030648	2.161832766
Psmb9	0.381146028	0.301185609	1.420426386	-1.057482045	6.066353699	0.042808491	-2.484440288	1.154293979	0.6158594	3.326209124	-2.121595173	-0.924018092	-1.848632233	-0.240265677
Gcnt4	-2.426208894	0.301185609	1.873792004	2.401949574	6.066353699	0.935893287	0.974991331	2.047378775	-0.036217296	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Tstd1	3.246216448	4.046830958	3.532484894	4.497106807	6.066353699	3.835366411	2.800961931	2.253829652	2.937787495	3.326209124	-2.121595173	2.776421626	4.659162407	3.018468591
Lrrc10b	2.527987416	1.465572426	1.125979028	2.112442957	6.066353699	-0.442618337	1.21599943	-1.653060943	0.326352783	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Gm17224	2.097353062	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Pacsin2	6.25678569	4.945041798	5.294390977	5.571874575	6.066353699	5.218447143	5.565408262	3.961648901	4.469310737	3.326209124	1.337836445	2.982872504	-1.848632233	1.411811019
Arid3b	8.302561956	7.992267272	8.23430622	7.797386338	6.066353699	7.618077595	8.018391516	7.111810647	7.239907109	4.911171624	3.370257923	3.163444749	4.191383446	4.772558363
H4c14	1.480681702	-2.234867292	-2.280013332	-1.057482045	6.066353699	0.935893287	0.322914634	-1.653060943	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
Rnf168	7.762379952	7.383151066	7.41521496	6.794266996	6.066353699	7.03473519	7.203810021	5.846784944	5.482857269	6.133564046	2.522261017	0.660944409	3.617342232	3.552292243
Dvl3	5.728609215	5.264978595	6.116591449	4.614943297	6.066353699	5.410379251	5.532368	4.721978488	4.807479473	4.911171624	-0.536632673	-0.924018092	2.096226213	1.411811019
Lifr	8.388373572	9.192340778	8.365464978	7.852411039	6.066353699	7.996173516	8.640327248	6.9726479	6.805683959	7.413671965	4.448260435	4.502246663	5.592652039	4.378644156
C2cd4b	2.931343111	-2.234867292	0.755610578	2.112442957	6.066353699	0.935893287	0.685484714	-1.653060943	-2.843572219	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Rpp40	6.371452632	6.831760117	6.147089955	5.246298703	6.066353699	5.897231666	6.419441558	4.886097868	5.544445067	4.911171624	-0.536632673	3.163444749	1.186991677	2.652819119
Vmn2r102	-2.426208894	-0.469332545	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	2.047378775	-2.843572219	3.326209124	-2.121595173	-0.924018092	-1.848632233	-3.047620599
AU018091	7.464055383	8.36671781	7.932604641	7.531232591	6.066353699	7.549470273	7.893854568	7.372078619	6.971811077	7.574136637	3.65976454	0.660944409	4.966430784	4.403590513
Proc	1.480681702	3.231107173	1.125979028	-1.057482045	6.066353699	2.364736586	2.270447214	-1.653060943	1.243890623	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
Kif1a	1.274230824	0.301185609	2.728975452	1.26444605	6.066353699	2.093434564	3.624084169	1.154293979	-2.843572219	3.326209124	-0.536632673	-0.924018092	-1.848632233	0.652819119
Vmn2r17	-2.426208894	-2.234867292	-2.280013332	-1.057482045	6.066353699	-2.764546431	-2.484440288	-1.653060943	-2.843572219	3.326209124	-0.536632673	-0.924018092	-1.848632233	-3.047620599
D030025P21Rik	1.274230824	-2.234867292	-2.280013332	-1.057482045	6.066353699	-1.179583931	1.907877135	-1.653060943	-2.843572219	3.326209124	-0.536632673	-0.924018092	-1.848632233	-1.047620599
