"Input1" "Input2" "Input3" "Input4" "Input5" "Input6"
"Rfng" 341 588 320 745 269 285
"Gps1" 971 1330 640 1356 487 566
"Dus1l" 544 783 374 821 242 279
"Fasn" 4010 5480 2475 4361 1356 1543
"Ccdc57" 58 122 57 410 190 198
"Slc16a3" 848 1691 943 1167 351 451
"Csnk1d" 678 1036 429 1304 455 503
"Cd7" 3 2 1 5 0 0
"Sectm1b" 3 0 0 3 0 1
"Sectm1a" 0 0 0 0 0 1
"Tex19.2" 9 6 1 6 3 2
"Tex19.1" 357 350 121 559 174 138
"Uts2r" 2 8 5 4 2 1
"Ogfod3" 32 90 55 113 48 52
"Hexdc" 52 80 36 179 63 81
"BC017643" 93 178 98 276 98 119
"Narf" 174 224 91 342 144 153
"Foxk2" 644 867 399 1474 547 607
"Wdr45b" 444 485 215 464 165 171
"Rab40b" 2 2 1 0 1 3
"Mir7236" 0 0 0 0 0 0
"Fn3krp" 70 105 58 90 28 48
"Fn3k" 8 13 3 15 8 9
"Tbcd" 447 636 294 870 311 338
"Zfp750" 124 182 96 130 67 90
"B3gntl1" 208 384 215 512 233 264
"Metrnl" 8 17 8 7 1 4
"Ptchd3" 2 10 2 8 0 2
"Rab10os" 83 132 47 193 76 75
"Rab10" 915 1558 682 2029 727 810
"Kif3c" 99 171 77 247 84 132
"1110002L01Rik" 91 126 54 107 62 32
"Asxl2" 2514 4521 2426 7022 2894 3147
"Dtnb" 365 592 227 834 321 379
"Dnmt3a" 2392 2903 1041 2480 757 936
"Dnmt3aos" 8 4 5 5 1 3
"Pomc" 13 9 2 12 3 4
"Efr3b" 184 286 153 251 118 134
"Dnajc27" 226 355 168 502 193 193
"Adcy3" 205 365 196 508 208 215
"Cenpo" 138 241 114 320 168 135
"Ptrhd1" 64 68 49 91 20 23
"Ncoa1" 614 872 405 1630 649 767
"Itsn2" 957 1668 822 3022 1142 1203
"Fam228a" 10 22 10 27 21 16
"Fam228b" 23 86 28 70 21 31
"Pfn4" 2 7 4 9 1 4
"Gm6682" 122 117 52 103 50 58
"Sf3b6" 404 382 182 532 165 157
"Fkbp1b" 17 33 9 34 22 20
"BC068281" 142 240 167 320 146 172
"Mfsd2b" 51 86 69 139 79 68
"Ubxn2a" 1053 1752 922 2381 958 1200
"Atad2b" 1042 1774 907 2359 982 1032
"Klhl29" 13 35 14 41 15 13
"2810032G03Rik" 0 1 0 3 0 0
"1700101O22Rik" 1 1 0 0 0 0
"Apob" 49 85 53 164 104 120
"Ldah" 193 339 178 336 163 168
"Gdf7" 9 4 2 19 4 2
"Hs1bp3" 155 202 78 402 126 176
"Rhob" 100 118 62 167 64 84
"Slc7a15" 2 13 10 7 6 10
"Pum2" 2428 3664 1885 5530 2318 2511
"Sdc1" 271 547 347 216 75 64
"Laptm4a" 634 1444 853 1922 694 795
"Matn3" 22 42 20 33 8 14
"Wdr35" 823 1138 586 822 281 305
"Ttc32" 44 32 8 46 21 20
"1700022H16Rik" 0 0 0 0 0 0
"Osr1" 26 49 27 50 23 36
"Nt5c1b" 3 5 0 0 0 0
"Rdh14" 30 27 15 69 34 41
"Gm38407" 1 3 1 0 0 0
"7420701I03Rik" 1 2 0 0 0 0
"Kcns3" 26 21 12 39 7 3
"9530020I12Rik" 4 23 5 15 6 9
"Msgn1" 2 2 0 3 0 0
"Gen1" 303 418 209 709 311 291
"Smc6" 1505 2259 1134 3642 1519 1597
"Mir7675" 3 7 7 15 9 3
"Vsnl1" 4 6 3 9 1 0
"4930511A02Rik" 0 0 0 0 0 0
"Rad51ap2" 1 3 7 10 5 5
"Tubb2a-ps2" 1 0 2 0 0 0
"Fam49a" 204 385 149 516 181 206
"4921511I17Rik" 4 35 16 27 14 6
"Mycn" 2961 2996 1116 2785 839 932
"Ddx1" 2194 2383 891 2407 831 850
"Nbas" 435 1052 591 1348 478 584
"Fam84a" 3 11 3 13 4 0
"Gm16497" 3 0 0 0 1 0
"4930448C13Rik" 0 0 0 2 0 0
"Trib2" 83 95 42 53 9 6
"Mir6387" 0 1 0 0 0 0
"Lpin1" 314 543 244 320 149 137
"Ntsr2" 3 3 0 1 0 1
"Greb1" 70 114 52 170 85 76
"E2f6" 203 273 142 622 212 235
"Rock2" 2310 3976 2058 5387 2293 2482
"Pqlc3" 137 293 181 233 107 107
"2410004P03Rik" 28 36 8 46 15 25
"Kcnf1" 6 18 3 9 5 3
"Pdia6" 2562 6439 3520 4152 1468 1947
"Atp6v1c2" 1 11 3 2 4 3
"Nol10" 1117 1498 696 1606 534 596
"Mir3066" 1 6 3 3 1 1
"Odc1" 6528 7274 2897 5809 1654 1623
"Hpcal1" 83 99 47 60 22 47
"5730507C01Rik" 548 1032 527 1700 759 798
"1700030C10Rik" 150 220 123 614 255 271
"Asap2" 280 413 191 654 275 263
"Itgb1bp1" 59 95 29 87 32 33
"Cpsf3" 1053 1264 516 1656 527 672
"Iah1" 51 43 36 126 43 46
"Adam17" 632 1407 818 1592 696 771
"Ywhaq" 4627 4923 1837 5597 1610 1726
"2410018L13Rik" 187 375 138 522 213 230
"9030624G23Rik" 157 279 142 474 196 245
"Taf1b" 234 323 162 490 186 261
"Grhl1" 122 186 77 171 71 86
"Klf11" 259 309 124 837 308 399
"Cys1" 3 2 2 7 4 1
"Rrm2" 1310 1482 639 1320 413 369
"Mboat2" 149 343 203 327 142 183
"Kidins220" 718 1428 786 3414 1566 1756
"Id2" 173 206 95 60 12 11
"Gm17746" 7 11 1 0 0 1
"Gm29687" 0 0 0 0 0 0
"4930480M12Rik" 0 3 0 0 0 0
"Rnf144a" 70 72 33 64 31 36
"4930549C15Rik" 3 11 2 5 1 6
"Mir6538" 1 2 0 0 0 1
"Rsad2" 3 4 13 12 5 6
"Cmpk2" 5 3 3 1 0 1
"Gm20187" 11 26 10 30 7 15
"Gm9866" 1 4 0 1 0 0
"Sox11" 466 771 365 759 246 230
"Dcdc2c" 588 1271 734 1629 696 732
"Allc" 1 0 0 0 0 0
"Colec11" 3 6 2 1 0 0
"Rps7" 4743 5180 1988 7023 1990 2227
"Rnaseh1" 166 267 126 332 126 146
"Adi1" 201 283 119 242 84 104
"Mir6937" 0 0 0 0 0 0
"Trappc12" 223 292 134 501 167 186
"Tssc1" 189 208 90 210 72 74
"Myt1l" 3 15 8 10 2 2
"C630031E19Rik" 1 2 0 1 2 1
"Pxdn" 395 943 638 1397 614 576
"Tpo" 1 4 2 14 2 4
"Sntg2" 0 1 2 10 1 5
"2310016D03Rik" 0 1 0 0 0 0
"Tmem18" 85 162 108 201 68 62
"Fam150b" 0 3 0 0 0 0
"Acp1" 687 775 293 768 212 214
"Sh3yl1" 26 26 21 36 17 14
"Fam110c" 3 0 1 7 3 0
"6030469F06Rik" 0 2 0 0 0 0
"Lamb1" 2181 4707 2661 4159 1652 1915
"Dld" 707 1003 492 1194 457 455
"Slc26a3" 2 2 1 1 2 1
"Cbll1" 328 453 234 683 255 282
"Slc26a4" 5 3 0 0 0 4
"Bcap29" 118 259 121 275 109 88
"Dus4l" 91 118 35 126 33 38
"Cog5" 283 444 239 665 294 331
"Gpr22" 43 78 63 145 76 68
"Hbp1" 483 665 319 1450 586 690
"Prkar2b" 71 83 40 123 55 66
"Pik3cg" 2 11 0 1 0 0
"Ccdc71l" 59 89 34 74 33 35
"Nampt" 1191 1644 804 1707 686 702
"Gdap10" 447 915 646 1120 593 646
"4933406C10Rik" 0 0 1 0 0 3
"Sypl" 185 424 260 551 227 276
"Cdhr3" 2 6 0 0 0 0
"F730043M19Rik" 11 25 17 33 18 12
"Atxn7l1" 125 200 79 291 114 142
"Atxn7l1os2" 4 3 7 12 2 7
"Efcab10" 3 2 0 2 0 1
"Twistnb" 883 1129 512 1282 505 483
"Ferd3l" 3 0 0 0 0 0
"Twist1" 24 22 7 42 17 7
"Hdac9" 25 49 26 27 14 14
"Prps1l1" 0 1 1 2 0 1
"Snx13" 242 514 288 851 357 442
"Ahr" 122 183 112 238 100 117
"9130015A21Rik" 3 6 0 1 0 3
"Agr3" 0 0 0 0 0 0
"Agr2" 0 2 1 0 0 0
"Tspan13" 178 335 182 316 100 138
"Gm5434" 4 25 2 26 12 9
"Bzw2" 1202 1552 653 1378 403 453
"Ankmy2" 228 273 106 473 192 176
"Lrrc72" 1 3 2 0 3 0
"Sostdc1" 2 3 0 1 0 0
"Ispd" 4 26 12 75 21 29
"Mir3472" 0 0 0 0 0 0
"Mir5099" 13 47 36 48 12 30
"Meox2" 2 2 0 7 2 2
"Agmo" 0 1 0 1 0 0
"Dgkb" 17 24 11 75 34 33
"4930428E07Rik" 0 1 0 2 0 1
"Etv1" 331 589 245 1000 376 438
"Arl4a" 450 492 178 722 241 219
"Scin" 18 44 25 22 14 19
"Lsmem1" 3 15 5 11 6 7
"Ifrd1" 403 594 345 965 368 377
"Mir1938" 2 14 5 23 2 9
"Gm7008" 6 11 2 11 6 5
"Zfp277" 854 1352 752 1705 680 847
"Dock4" 270 448 223 884 375 421
"Immp2l" 14 19 8 45 26 24
"Lrrn3" 26 48 28 143 73 73
"Dnajb9" 144 340 188 849 329 371
"Mir5627" 1 1 0 0 0 0
"Gm2027" 41 58 41 67 31 34
"Pnpla8" 333 552 327 1244 507 544
"Nrcam" 54 89 54 79 30 19
"Stxbp6" 128 285 158 289 199 195
"Nova1" 152 202 140 197 67 88
"Mir5125" 0 0 0 1 0 0
"Foxg1" 15 43 21 40 22 21
"3110039M20Rik" 0 1 0 2 0 0
"1810007C17Rik" 0 0 0 2 1 0
"Prkd1" 24 55 25 42 21 14
"1700008C04Rik" 2 11 2 13 3 12
"G2e3" 1013 1740 853 2259 803 826
"Scfd1" 291 473 226 808 281 366
"Coch" 250 547 327 345 127 87
"Strn3" 1467 2415 1308 3986 1578 1799
"Ap4s1" 53 58 34 93 25 27
"Hectd1" 1506 2155 1140 4557 1966 2047
"Heatr5a" 669 1023 482 1403 493 642
"Dtd2" 81 85 38 84 41 35
"Gpr33" 0 3 1 0 0 0
"Nubpl" 40 61 38 124 40 55
"Arhgap5" 1298 2450 1210 3452 1500 1572
"1700031P21Rik" 0 1 0 0 0 0
"Akap6" 1 23 6 4 2 0
"Npas3" 22 42 18 44 31 17
"Egln3" 183 148 45 110 45 33
"1700104L18Rik" 1 0 1 0 0 0
"Gm7550" 0 0 0 0 0 0
"Sptssa" 80 79 41 58 18 26
"Mir1892" 0 0 0 0 0 0
"Eapp" 262 329 158 542 175 190
"Snx6" 385 445 210 452 137 205
"Cfl2" 141 242 116 297 126 121
"Baz1a" 1113 1571 671 1295 476 353
"2700097O09Rik" 111 155 64 201 70 104
"Srp54a" 25 54 34 89 38 43
"1700047I17Rik2" 0 0 0 0 0 0
"Fam177a" 0 0 0 0 0 0
"Srp54b" 0 0 0 0 0 0
"Srp54c" 0 0 0 0 0 0
"Ppp2r3c" 228 301 140 266 105 90
"1110008L16Rik" 309 436 223 544 184 218
"Mir1198" 0 0 1 0 0 0
"Psma6" 810 835 316 821 221 232
"Nfkbia" 220 306 140 651 225 311
"Aldoart2" 12 19 13 54 25 23
"Insm2" 1 6 1 10 8 9
"Ralgapa1" 573 1143 556 2002 914 1044
"Brms1l" 225 306 154 489 173 209
"Gm19990" 0 6 1 7 5 4
"Mbip" 140 222 117 384 150 169
"E030019B13Rik" 1 3 0 1 0 0
"Nkx2-1" 250 450 234 493 246 279
"C87198" 1 0 2 2 0 2
"Nkx2-9" 108 120 62 127 43 70
"Pax9" 0 8 0 4 0 2
"Slc25a21" 31 83 49 75 33 44
"Prps1l3" 961 1156 503 1170 411 426
"Mipol1" 102 138 85 163 94 103
"Foxa1" 9 21 7 23 14 13
"4921506M07Rik" 3 2 2 1 2 5
"4921518K17Rik" 14 22 14 35 16 16
"BC042761" 0 0 0 0 0 0
"Sstr1" 0 1 1 2 6 0
"Clec14a" 0 0 1 9 0 3
"Sec23a" 464 590 299 881 311 408
"Gemin2" 147 205 94 243 78 103
"Trappc6b" 288 347 177 546 216 218
"Pnn" 3925 5657 2476 9652 3583 3705
"Mia2" 0 3 2 8 2 3
"Ctage5" 1042 2099 1013 2695 1054 1140
"Fbxo33" 327 450 218 418 210 189
"Gm20063" 0 5 0 3 0 1
"Lrfn5" 5 6 4 5 5 4
"Spanxn4" 1 1 0 0 0 0
"Fscb" 4 3 0 0 2 0
"Gm527" 42 97 34 122 49 50
"Klhl28" 61 97 62 142 51 77
"Fam179b" 549 896 468 1360 573 684
"Prpf39" 428 791 454 884 403 514
"Fkbp3" 763 857 354 1029 359 390
"Fancm" 1379 2377 1216 3883 1544 1746
"Mis18bp1" 1589 2419 1171 3477 1437 1380
"Wdr20rt" 22 28 7 56 19 21
"Rpl10l" 750 729 266 856 219 252
"Mdga2" 50 111 81 136 67 100
"Gm17821" 19601 35462 16919 43734 18694 21638
"Rps29" 969 1217 495 1527 514 489
"Lrr1" 76 101 48 160 57 34
"Rpl36al" 1272 1235 390 1027 276 223
"Mgat2" 285 503 252 750 263 272
"Dnaaf2" 128 142 65 195 61 63
"9330151L19Rik" 16 38 16 49 27 25
"Pole2" 130 235 109 310 126 136
"Klhdc1" 5 8 3 23 13 6
"Klhdc2" 323 424 203 672 280 315
"Nemf" 1602 2368 1185 3003 1249 1272
"Arf6" 1056 1176 454 1800 654 633
"5830428M24Rik" 0 2 0 1 0 0
"Vcpkmt" 63 79 34 118 50 44
"Sos2" 97 195 113 237 93 105
"L2hgdh" 244 469 194 528 187 243
"Atp5s" 18 36 17 64 30 38
"Cdkl1" 5 11 4 4 2 1
"Mir681" 0 0 0 0 0 0
"4930512B01Rik" 6 13 16 29 13 20
"Map4k5" 402 646 301 696 294 323
"4931403G20Rik" 22 43 37 48 28 29
"Atl1" 37 65 41 149 67 97
"Gm3086" 1 12 2 10 1 1
"Sav1" 273 391 187 455 170 211
"Nin" 348 516 206 899 251 262
"Abhd12b" 2 0 0 3 0 0
"Pygl" 6 16 15 19 10 10
"F730035M05Rik" 17 20 11 36 18 17
"Trim9" 4 10 1 3 1 3
"Mir466o" 0 0 0 0 0 0
"Tmx1" 253 677 393 975 408 429
"Frmd6" 129 248 130 234 93 101
"Actr10" 402 663 387 788 378 431
"Psma3" 1186 1461 557 1592 585 576
"3110056K07Rik" 26 61 42 86 22 36
"Arid4a" 1001 1652 850 2951 1222 1306
"Tomm20l" 4 1 1 1 6 3
"Timm9" 102 132 58 168 55 51
"2700049A03Rik" 757 1374 763 1868 857 894
"Dact1" 89 127 49 324 99 129
"4930404H11Rik" 1 3 0 2 0 0
"Daam1" 586 1106 526 1961 887 877
"Gpr135" 11 24 1 12 7 8
"L3hypdh" 7 9 5 5 1 0
"Jkamp" 99 209 116 229 86 111
"Ccdc175" 3 9 4 17 9 3
"Rtn1" 106 166 93 281 111 120
"Lrrc9" 17 45 16 57 34 42
"Pcnxl4" 93 185 89 398 164 200
"Dhrs7" 35 72 49 113 38 70
"Ppm1a" 1179 1368 528 1921 605 763
"4930447C04Rik" 261 493 272 1622 783 718
"Six6" 1 3 0 2 1 10
"Six1" 77 111 44 58 28 29
"Six4" 707 986 505 1005 344 390
"Mnat1" 413 544 238 784 282 292
"Trmt5" 246 329 139 376 119 156
"Slc38a6" 208 439 236 574 258 278
"D830013O20Rik" 0 0 0 1 0 0
"Tmem30b" 11 47 37 158 81 97
"2210039B01Rik" 148 274 152 326 150 171
"Prkch" 32 48 23 51 17 21
"Hif1a" 1525 1915 794 2633 905 953
"Snapc1" 132 206 103 331 145 152
"Syt16" 1 11 0 8 0 0
"1700086L19Rik" 0 1 0 0 0 0
"Dbpht2" 19 71 32 73 33 29
"Kcnh5" 3 15 1 11 5 1
"Rhoj" 0 2 1 0 0 0
"Gphb5" 1 7 0 2 0 1
"Ppp2r5e" 604 864 405 1231 465 501
"Wdr89" 126 189 88 258 69 96
"Rplp2-ps1" 0 0 0 0 0 0
"Sgpp1" 24 56 33 59 9 17
"Syne2" 988 1777 952 2118 885 1051
"Mir5101" 0 0 0 0 0 0
"Esr2" 17 39 24 46 31 29
"Tex21" 48 55 31 67 18 21
"Mthfd1" 2873 3569 1711 4135 1461 1575
"Akap5" 161 365 194 527 282 266
"Zbtb25" 84 149 57 222 95 96
"Zbtb1" 266 322 162 559 229 251
"Hspa2" 70 74 46 102 37 58
"Ppp1r36" 10 11 6 7 2 7
"Gm10451" 73 99 46 153 46 72
"Mir5135" 0 0 0 0 0 0
"Plekhg3" 253 425 233 720 278 317
"AI463170" 3 3 3 3 4 7
"Sptb" 178 286 139 848 369 387
"Churc1" 275 462 275 499 261 262
"Gpx2" 18 17 5 26 4 5
"Rab15" 168 166 77 274 92 118
"Fntb" 406 459 218 802 272 314
"Max" 695 926 367 1414 499 535
"Fut8" 3671 6259 2911 10941 4614 5139
"Gphn" 123 159 92 295 117 110
"Fam71d" 0 4 1 4 0 1
"Mpp5" 485 690 305 1018 447 456
"Atp6v1d" 555 672 235 1080 356 370
"Eif2s1" 2429 2575 943 2397 739 730
"Plek2" 24 37 18 48 14 26
"Tmem229b" 39 69 27 136 41 57
"Plekhh1" 241 295 132 832 274 295
"Pigh" 58 136 62 265 113 125
"9230116L04Rik" 3 11 1 3 5 5
"Arg2" 8 12 10 11 6 11
"Vti1b" 443 462 142 489 139 185
"Rdh11" 139 319 195 335 125 186
"Rdh12" 13 11 11 7 8 4
"Zfyve26" 653 1007 475 1533 615 718
"Rad51b" 102 205 107 456 213 242
"9430078K24Rik" 1 0 1 2 0 0
"Zfp36l1" 901 1248 578 1783 615 658
"2310015A10Rik" 45 68 27 193 73 56
"Actn1" 2521 3740 1809 4278 1483 1760
"Dcaf5" 221 319 137 550 168 201
"Mir1843a" 0 0 0 0 0 0
"Scarna3b" 0 1 2 0 0 1
"Exd2" 180 429 216 636 284 316
"2310002D06Rik" 2 4 7 2 1 1
"Galnt16" 25 55 20 19 9 5
"Erh" 1521 1590 628 1407 392 378
"Slc39a9" 186 473 246 889 345 412
"Plekhd1os" 1 1 1 1 0 3
"Plekhd1" 84 110 53 146 59 60
"Ccdc177" 13 42 5 21 9 8
"Susd6" 823 1827 989 1252 505 547
"1700052I22Rik" 1 1 0 1 1 0
"Gm20337" 158 355 175 360 210 224
"Srsf5" 3456 4734 2042 6959 2557 2782
"Slc10a1" 49 124 73 202 90 89
"Smoc1" 453 794 410 529 218 254
"Mir3067" 4 4 1 3 2 0
"Slc8a3" 22 44 24 50 18 24
"Cox16" 5 5 3 6 4 5
"Synj2bp-cox16" 0 0 0 0 0 0
"Gm4787" 28 61 37 128 75 43
"Adam4" 37 84 63 198 93 95
"Synj2bp" 1844 3661 1965 4831 2293 2469
"Adam21" 10 19 13 40 12 16
"Med6" 191 263 119 301 91 106
"Ttc9" 25 29 18 20 14 12
"Map3k9" 276 438 200 583 247 270
"Pcnx" 669 1209 591 1705 702 881
"Sipa1l1" 955 1314 632 1422 515 658
"Rgs6" 8 7 3 3 1 1
"1700085C21Rik" 4 2 0 0 0 0
"Dpf3" 19 25 10 29 9 9
"Dcaf4" 416 675 288 592 224 261
"Zfyve1" 574 787 333 931 356 404
"Rbm25" 9168 12405 5791 20700 8225 9045
"Psen1" 515 1131 626 1545 663 657
"Papln" 21 60 20 47 20 26
"Numb" 374 619 303 686 309 363
"2410016O06Rik" 181 176 52 191 43 75
"Acot2" 34 73 52 114 57 68
"Acot1" 36 36 13 24 10 18
"Acot4" 3 6 2 5 0 3
"Acot3" 3 5 0 8 5 16
"Acot5" 1 3 1 1 0 1
"Acot6" 2 4 2 1 1 1
"Dnal1" 125 187 76 308 111 143
"Pnma1" 8 12 14 32 11 10
"Elmsan1" 687 1041 517 1804 668 875
"Ptgr2" 131 165 79 293 116 139
"Zfp410" 160 274 143 355 158 154
"Fam161b" 129 226 133 303 122 135
"Coq6" 121 196 89 301 89 115
"Entpd5" 60 108 64 189 67 96
"Ccdc176" 23 59 12 72 35 47
"Rnf113a2" 157 191 51 307 73 80
"Aldh6a1" 138 229 93 665 287 305
"Lin52" 91 166 71 251 98 77
"Vsx2" 4 12 4 15 2 7
"Abcd4" 398 681 398 490 205 231
"Vrtn" 112 134 50 44 10 7
"Syndig1l" 5 15 4 12 11 11
"Npc2" 324 512 310 940 328 468
"Isca2" 40 54 28 112 27 37
"Ltbp2" 23 43 22 22 15 10
"D030025P21Rik" 2 5 3 8 2 0
"Arel1" 438 776 417 1252 513 569
"Fcf1" 564 535 217 493 197 201
"Ylpm1" 3609 6172 3284 9552 3834 4362
"Prox2" 32 62 42 106 48 63
"Dlst" 917 1292 614 1806 684 711
"Rps6kl1" 63 87 32 91 34 40
"Pgf" 10 12 3 5 0 2
"Eif2b2" 247 232 110 257 75 87
"Mlh3" 410 583 255 1019 400 396
"Mir6938" 1 0 0 0 0 0
"Acyp1" 11 12 6 17 2 10
"Zc2hc1c" 23 42 16 80 28 37
"Nek9" 493 570 263 959 339 446
"Tmed10" 1289 2691 1482 3205 1338 1511
"Fos" 31 85 49 241 105 148
"Jdp2" 29 43 10 280 95 116
"Batf" 1 4 0 0 1 1
"Mfsd7c" 50 116 64 195 100 118
"0610007P14Rik" 108 219 118 247 89 98
"Ttll5" 515 882 414 870 371 395
"Tgfb3" 7 15 14 27 8 3
"Ift43" 36 37 26 76 26 23
"Gm805" 18 32 20 84 50 70
"Gpatch2l" 147 266 139 373 141 177
"Esrrb" 2916 3331 1404 7969 2770 3258
"Vash1" 143 224 110 265 70 121
"Angel1" 105 247 155 302 105 169
"Lrrc74a" 2 8 2 1 0 1
"Irf2bpl" 616 826 329 1578 528 685
"Cipc" 327 525 222 674 248 253
"Zdhhc22" 2 5 5 8 5 0
"Tmem63c" 21 61 23 91 36 53
"Ngb" 5 7 1 6 6 4
"Pomt2" 167 427 254 599 277 312
"Gstz1" 121 187 67 301 102 125
"Tmed8" 391 582 282 795 353 369
"Samd15" 6 17 15 17 8 6
"Noxred1" 21 56 12 70 26 32
"Vipas39" 243 267 117 437 118 157
"Ahsa1" 1320 1351 481 1202 365 437
"Ism2" 18 68 25 118 45 60
"Sptlc2" 477 1089 683 1405 581 626
"Alkbh1" 933 1451 813 2078 904 895
"Mir3068" 48 124 61 142 54 66
"Nrp" 168 345 182 407 198 193
"Slirp" 59 67 24 78 22 17
"Snw1" 1272 1421 551 1789 520 565
"Gm8300" 26 47 24 39 12 12
"Gm2042" 0 0 0 0 0 0
"Oog1" 0 0 0 0 0 0
"BB287469" 0 0 0 0 0 0
"Gm4027" 0 0 0 0 0 0
"Gm16381" 0 0 0 0 0 0
"Gm21319" 34 67 20 84 44 49
"Gm1995" 15 25 13 5 3 3
"Gm2016" 28 22 14 7 8 6
"Gm2022" 46 84 37 28 9 11
"Gm10436" 0 0 0 0 0 1
"Gm5662" 27 39 20 17 7 13
"Gm7104" 0 0 2 1 0 0
"Gm5039" 24 26 9 12 6 6
"Adck1" 78 129 47 182 73 73
"3200001D21Rik" 5 6 3 10 2 5
"Nrxn3" 5 16 4 6 3 4
"Dio2" 0 2 0 1 1 0
"Cep128" 541 986 474 1493 604 619
"5430427M07Rik" 12 10 10 15 11 4
"Mir669c" 2 2 4 3 1 0
"Tshr" 1 11 7 5 2 2
"Gtf2a1" 979 1441 644 1675 645 773
"Ston2" 926 1511 646 1153 430 480
"Sel1l" 642 1563 887 2556 1085 1277
"4930559C10Rik" 1 3 0 4 0 0
"Mir8099-2" 0 0 0 0 0 0
"Mir8099-1" 0 0 0 0 0 0
"Flrt2" 23 47 30 88 32 22
"1700019M22Rik" 2 0 0 0 0 0
"Galc" 76 131 84 318 151 168
"Gpr65" 1 4 0 0 1 0
"Kcnk10" 4 7 2 1 0 1
"Spata7" 45 86 51 127 65 59
"Ptpn21" 257 441 215 616 267 304
"Zc3h14" 810 1238 571 1300 475 570
"Eml5" 715 1382 737 2214 886 1059
"Ttc8" 35 54 28 104 31 43
"4930474N09Rik" 0 2 0 1 2 3
"Foxn3" 541 846 384 1290 527 686
"1700064M15Rik" 0 0 0 0 0 0
"Efcab11" 25 34 20 102 61 48
"Tdp1" 285 358 143 515 185 178
"Kcnk13" 1 14 2 4 0 2
"Psmc1" 1842 2052 716 1947 562 647
"Nrde2" 549 749 334 981 313 384
"Gm10433" 16 13 6 36 6 10
"Calm1" 2208 2513 1065 1884 600 610
"Gm10432" 122 235 132 289 119 138
"Ttc7b" 356 524 230 718 285 346
"Rps6ka5" 157 280 114 565 220 281
"9030617O03Rik" 115 185 93 58 17 17
"Gpr68" 27 50 22 31 15 19
"Ccdc88c" 1524 2489 1174 3305 1166 1212
"Mir1190" 4 7 4 5 2 1
"Smek1" 1854 2553 1132 3193 1227 1388
"D130020L05Rik" 70 157 91 209 87 74
"Kif4-ps" 1 13 1 3 1 4
"Catsperb" 0 8 0 2 0 1
"Tc2n" 89 174 110 189 125 141
"Fbln5" 6 11 5 61 28 13
"Trip11" 681 1264 664 3163 1370 1451
"Atxn3" 516 827 449 1195 487 597
"Cpsf2" 1031 1288 544 1250 414 465
"Slc24a4" 4 12 1 0 0 0
"Rin3" 33 51 22 51 21 26
"Lgmn" 322 718 441 960 379 464
"Golga5" 466 610 235 892 350 375
"Chga" 188 420 213 695 274 332
"Itpk1" 657 760 337 996 299 386
"Mir1936" 0 4 1 2 1 1
"Moap1" 1 4 2 4 0 1
"Gm20604" 0 0 0 0 0 0
"Tmem251" 34 58 34 54 16 23
"AK010878" 389 578 316 648 273 306
"Ubr7" 1110 1242 492 1891 620 705
"Btbd7" 552 833 409 1280 517 582
"Cox8c" 2 7 4 0 0 0
"Unc79" 20 44 17 85 30 26
"Prima1" 0 1 0 0 0 0
"Fam181a" 2 0 0 0 0 0
"Asb2" 1 3 0 0 1 1
"Otub2" 78 115 42 211 103 88
"Ddx24" 1913 2166 896 2199 675 660
"Ifi27l2a" 2 1 0 0 1 0
"Ifi27" 1 1 0 3 1 1
"Ifi27l2b" 0 1 0 1 0 0
"Ppp4r4" 20 49 34 54 18 41
"Serpina10" 3 3 1 2 0 2
"Serpina6" 4 1 0 0 1 0
"Serpina1f" 0 2 3 3 1 0
"Serpina1b" 0 0 0 0 0 0
"Serpina1d" 0 0 0 0 0 0
"Serpina1a" 67 153 94 125 101 123
"Serpina1c" 0 0 0 0 0 0
"Serpina1e" 0 0 0 0 0 0
"Serpina11" 2 1 0 0 0 0
"Serpina9" 1 3 0 0 0 0
"Serpina12" 2 1 1 2 0 0
"Serpina4-ps1" 1 1 0 0 0 0
"Serpina5" 1 0 0 0 0 0
"Serpina3a" 10 32 14 39 14 21
"Serpina3b" 0 1 0 0 0 0
"Serpina3c" 0 0 0 0 0 0
"Serpina3g" 0 4 0 0 0 0
"Serpina3f" 1 1 0 1 0 0
"Serpina3h" 1 8 0 0 0 0
"Serpina3i" 3 6 3 14 7 2
"Serpina3j" 3 2 0 0 0 3
"Serpina3k" 0 1 0 0 0 0
"Serpina3m" 1 2 0 2 0 1
"Serpina3n" 0 2 0 0 1 1
"Gsc" 0 0 0 5 0 1
"Dicer1" 1967 2854 1232 3653 1409 1632
"Clmn" 277 409 192 508 200 272
"Syne3" 29 67 27 60 24 29
"Snhg10" 5 6 1 9 1 1
"Scarna13" 55 110 45 135 57 62
"Mir3069" 0 0 0 0 0 0
"Glrx5" 194 176 68 127 33 51
"Tcl1b2" 0 0 0 1 0 0
"Tcl1b1" 1 0 0 4 0 0
"Tcl1b5" 0 1 0 10 0 0
"Tcl1b3" 0 7 1 10 4 13
"Tcl1b4" 3 9 5 24 17 10
"Tcl1" 219 288 102 505 153 182
"Tunar" 49 92 49 85 37 55
"Gm2721" 0 3 0 1 0 0
"D430019H16Rik" 39 117 46 182 95 92
"AU015791" 2 0 1 0 0 0
"Bdkrb2" 5 17 6 8 2 5
"Bdkrb1" 5 7 5 13 8 6
"Atg2b" 973 1575 749 2633 1113 1184
